pack_family,project,pack_type,batch,pack_no,card_in_pack,ovr,card_name,date_opened,coin_value_override
mystery,mystery-5,Snap Fantasy,snap-mystery5-1,1,1,89,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-1,1,2,88,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-1,1,3,88,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-1,1,4,88,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-1,1,5,90,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-2,2,1,89,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-2,2,2,88,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-2,2,3,91,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-2,2,4,89,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-2,2,5,91,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-3,3,1,88,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-3,3,2,89,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-3,3,3,89,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-3,3,4,88,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-3,3,5,94,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-4,4,1,90,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-4,4,2,89,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-4,4,3,90,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-4,4,4,88,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-4,4,5,90,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-5,5,1,89,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-5,5,2,90,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-5,5,3,89,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-5,5,4,88,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-5,5,5,91,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-6,6,1,88,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-6,6,2,89,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-6,6,3,88,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-6,6,4,88,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-6,6,5,90,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-7,7,1,88,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-7,7,2,88,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-7,7,3,88,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-7,7,4,89,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-7,7,5,95,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-8,8,1,89,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-8,8,2,89,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-8,8,3,88,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-8,8,4,88,,2026-05-25,
mystery,mystery-5,Snap Fantasy,snap-mystery5-8,8,5,92,,2026-05-25,
mystery,mystery-5,Collector Series,collector-mystery5-1,1,1,94,,2026-05-25,
mystery,mystery-5,Collector Series,collector-mystery5-1,1,2,82,,2026-05-25,
mystery,mystery-6,NFL Draft,draft-mystery6-1,1,1,89,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-1,1,2,91,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-1,1,3,91,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-1,1,4,91,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-2,2,1,90,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-2,2,2,89,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-2,2,3,92,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-2,2,4,89,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-3,3,1,89,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-3,3,2,92,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-3,3,3,91,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-3,3,4,91,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-4,4,1,93,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-4,4,2,92,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-4,4,3,89,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-4,4,4,90,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-5,5,1,91,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-5,5,2,90,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-5,5,3,89,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-5,5,4,90,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-6,6,1,89,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-6,6,2,88,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-6,6,3,89,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-6,6,4,93,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-7,7,1,89,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-7,7,2,89,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-7,7,3,92,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-7,7,4,92,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-8,8,1,91,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-8,8,2,89,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-8,8,3,92,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-8,8,4,89,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-9,9,1,89,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-9,9,2,92,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-9,9,3,93,,2026-05-26,
mystery,mystery-6,NFL Draft,draft-mystery6-9,9,4,92,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-1,1,1,79,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-2,2,1,76,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-3,3,1,84,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-4,4,1,77,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-5,5,1,91,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-6,6,1,82,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-7,7,1,85,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-8,8,1,85,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-9,9,1,78,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-10,10,1,83,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-11,11,1,85,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-12,12,1,73,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-13,13,1,80,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-14,14,1,86,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-15,15,1,76,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-16,16,1,84,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-17,17,1,87,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-18,18,1,79,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-19,19,1,84,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-20,20,1,84,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-21,21,1,82,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-22,22,1,88,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-23,23,1,83,,2026-05-26,
mystery,mystery-6,70+ Gold Player,70plus-mystery6-24,24,1,84,,2026-05-26,
mystery,mystery-6,Ultimate Legends,ultlegend-mystery6-1,1,1,92,,2026-05-26,
mystery,mystery-6,Ultimate Legends,ultlegend-mystery6-1,1,2,92,,2026-05-26,
mystery,mystery-6,Ultimate Legends,ultlegend-mystery6-2,2,1,94,,2026-05-26,
mystery,mystery-6,Ultimate Legends,ultlegend-mystery6-2,2,2,95,,2026-05-26,
mystery,mystery-6,Reel Deals,reeldeals-mystery6-1,1,1,94,,2026-05-26,
mystery,mystery-6,Reel Deals,reeldeals-mystery6-1,1,2,96,,2026-05-26,
mystery,mystery-6,Reel Deals,reeldeals-mystery6-2,2,1,90,,2026-05-26,
mystery,mystery-6,Reel Deals,reeldeals-mystery6-2,2,2,90,,2026-05-26,
mystery,mystery-6,Reel Deals,reeldeals-mystery6-3,3,1,97,,2026-05-26,
mystery,mystery-6,Reel Deals,reeldeals-mystery6-3,3,2,92,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-1,1,1,90,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-1,1,2,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-1,1,3,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-1,1,4,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-1,1,5,92,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-2,2,1,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-2,2,2,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-2,2,3,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-2,2,4,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-2,2,5,91,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-3,3,1,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-3,3,2,93,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-3,3,3,90,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-3,3,4,90,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-3,3,5,91,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-4,4,1,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-4,4,2,89,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-4,4,3,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-4,4,4,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-4,4,5,90,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-5,5,1,95,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-5,5,2,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-5,5,3,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-5,5,4,89,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-5,5,5,94,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-6,6,1,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-6,6,2,89,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-6,6,3,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-6,6,4,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-6,6,5,92,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-7,7,1,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-7,7,2,89,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-7,7,3,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-7,7,4,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-7,7,5,91,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-8,8,1,90,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-8,8,2,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-8,8,3,90,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-8,8,4,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-8,8,5,92,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-9,9,1,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-9,9,2,89,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-9,9,3,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-9,9,4,88,,2026-05-26,
mystery,mystery-6,Snap Fantasy,snap-mystery6-9,9,5,90,,2026-05-26,
mystery,mystery-6,Collector Series,collector-mystery6-1,1,1,93,,2026-05-26,
mystery,mystery-6,Collector Series,collector-mystery6-1,1,2,75,,2026-05-26,
mystery,mystery-6,Collector Series,collector-mystery6-2,2,1,93,,2026-05-26,
mystery,mystery-6,Collector Series,collector-mystery6-2,2,2,80,,2026-05-26,
mystery,mystery-6,Collector Series,collector-mystery6-3,3,1,92,,2026-05-26,
mystery,mystery-6,Collector Series,collector-mystery6-3,3,2,80,,2026-05-26,
mystery,mystery-6,Collector Series,collector-mystery6-4,4,1,92,,2026-05-26,
mystery,mystery-6,Collector Series,collector-mystery6-4,4,2,84,,2026-05-26,
mystery,mystery-6,Collector Series,collector-mystery6-5,5,1,92,,2026-05-26,
mystery,mystery-6,Collector Series,collector-mystery6-5,5,2,81,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-1,1,1,84,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-1,1,2,91,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-1,1,3,74,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-1,1,4,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-1,1,5,79,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-2,2,1,85,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-2,2,2,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-2,2,3,91,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-2,2,4,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-2,2,5,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-3,3,1,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-3,3,2,74,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-3,3,3,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-3,3,4,89,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-3,3,5,79,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-4,4,1,84,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-4,4,2,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-4,4,3,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-4,4,4,85,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-4,4,5,85,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-5,5,1,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-5,5,2,92,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-5,5,3,89,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-5,5,4,82,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-5,5,5,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-6,6,1,90,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-6,6,2,87,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-6,6,3,90,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-6,6,4,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-6,6,5,92,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-7,7,1,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-7,7,2,95,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-7,7,3,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-7,7,4,90,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-7,7,5,80,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-8,8,1,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-8,8,2,81,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-8,8,3,90,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-8,8,4,77,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-8,8,5,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-9,9,1,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-9,9,2,83,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-9,9,3,89,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-9,9,4,82,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-9,9,5,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-10,10,1,82,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-10,10,2,80,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-10,10,3,89,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-10,10,4,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-10,10,5,85,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-11,11,1,78,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-11,11,2,89,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-11,11,3,80,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-11,11,4,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-11,11,5,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-12,12,1,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-12,12,2,87,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-12,12,3,84,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-12,12,4,85,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-12,12,5,90,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-13,13,1,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-13,13,2,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-13,13,3,78,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-13,13,4,77,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-13,13,5,84,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-14,14,1,78,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-14,14,2,83,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-14,14,3,89,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-14,14,4,89,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-14,14,5,89,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-15,15,1,84,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-15,15,2,78,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-15,15,3,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-15,15,4,92,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-15,15,5,92,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-16,16,1,81,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-16,16,2,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-16,16,3,87,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-16,16,4,84,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-16,16,5,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-17,17,1,91,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-17,17,2,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-17,17,3,90,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-17,17,4,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-17,17,5,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-18,18,1,78,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-18,18,2,81,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-18,18,3,89,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-18,18,4,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-18,18,5,82,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-19,19,1,85,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-19,19,2,76,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-19,19,3,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-19,19,4,89,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-19,19,5,85,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-20,20,1,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-20,20,2,86,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-20,20,3,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-20,20,4,83,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-20,20,5,95,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-21,21,1,85,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-21,21,2,77,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-21,21,3,93,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-21,21,4,84,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-21,21,5,89,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-22,22,1,78,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-22,22,2,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-22,22,3,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-22,22,4,91,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-22,22,5,91,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-23,23,1,89,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-23,23,2,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-23,23,3,75,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-23,23,4,75,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-23,23,5,86,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-24,24,1,83,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-24,24,2,90,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-24,24,3,81,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-24,24,4,81,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-24,24,5,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-25,25,1,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-25,25,2,91,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-25,25,3,95,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-25,25,4,95,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-25,25,5,89,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-26,26,1,88,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-26,26,2,84,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-26,26,3,80,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-26,26,4,84,,2026-05-26,
mystery,mystery-6,Deep Shot,deepshot-mystery6-26,26,5,88,,2026-05-26,
mystery,mystery-7,70+ Gold Player,70plus-mystery7-1,1,1,84,,2026-05-27,
mystery,mystery-7,70+ Gold Player,70plus-mystery7-2,2,1,90,,2026-05-27,
mystery,mystery-7,70+ Gold Player,70plus-mystery7-3,3,1,82,,2026-05-27,
mystery,mystery-7,70+ Gold Player,70plus-mystery7-4,4,1,86,,2026-05-27,
mystery,mystery-7,Snap Fantasy,snap-mystery7-1,1,1,88,,2026-05-27,
mystery,mystery-7,Snap Fantasy,snap-mystery7-1,1,2,88,,2026-05-27,
mystery,mystery-7,Snap Fantasy,snap-mystery7-1,1,3,91,,2026-05-27,
mystery,mystery-7,Snap Fantasy,snap-mystery7-1,1,4,82,,2026-05-27,
mystery,mystery-7,Snap Fantasy,snap-mystery7-1,1,5,89,,2026-05-27,
mystery,mystery-7,Snap Fantasy,snap-mystery7-2,2,1,89,,2026-05-27,
mystery,mystery-7,Snap Fantasy,snap-mystery7-2,2,2,90,,2026-05-27,
mystery,mystery-7,Snap Fantasy,snap-mystery7-2,2,3,88,,2026-05-27,
mystery,mystery-7,Snap Fantasy,snap-mystery7-2,2,4,88,,2026-05-27,
mystery,mystery-7,Snap Fantasy,snap-mystery7-2,2,5,88,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-1,1,1,75,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-1,1,2,82,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-1,1,3,79,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-1,1,4,82,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-1,1,5,88,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-2,2,1,82,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-2,2,2,85,,2026-05-27,
