project,card_id,batch,pack_type,pack_no,card_in_pack,ovr,name,position,training_value,is_platinum,manual_value,value_used,note,date_opened
mystery-4,491,deepshot-mystery4-2,Deep Shot,2,2,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,492,deepshot-mystery4-2,Deep Shot,2,3,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,493,deepshot-mystery4-2,Deep Shot,2,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,494,deepshot-mystery4-2,Deep Shot,2,5,76,,,18,False,10.8,10.8,,2026-05-25
mystery-4,495,deepshot-mystery4-3,Deep Shot,3,1,83,,,430,False,258.0,258.0,,2026-05-25
mystery-4,496,deepshot-mystery4-3,Deep Shot,3,2,84,,,680,False,408.0,408.0,,2026-05-25
mystery-4,497,deepshot-mystery4-3,Deep Shot,3,3,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,498,deepshot-mystery4-3,Deep Shot,3,4,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,499,deepshot-mystery4-3,Deep Shot,3,5,84,,,680,False,408.0,408.0,,2026-05-25
mystery-4,500,deepshot-mystery4-4,Deep Shot,4,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,501,deepshot-mystery4-4,Deep Shot,4,2,83,,,430,False,258.0,258.0,,2026-05-25
mystery-4,502,deepshot-mystery4-4,Deep Shot,4,3,85,,,1080,False,648.0,648.0,,2026-05-25
mystery-4,503,deepshot-mystery4-4,Deep Shot,4,4,79,,,69,False,41.4,41.4,,2026-05-25
mystery-4,504,deepshot-mystery4-4,Deep Shot,4,5,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,505,deepshot-mystery4-5,Deep Shot,5,1,78,,,44,False,26.4,26.4,,2026-05-25
mystery-4,506,deepshot-mystery4-5,Deep Shot,5,2,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-4,507,deepshot-mystery4-5,Deep Shot,5,3,81,,,170,False,102.0,102.0,,2026-05-25
mystery-4,508,deepshot-mystery4-5,Deep Shot,5,4,81,,,170,False,102.0,102.0,,2026-05-25
mystery-4,509,deepshot-mystery4-5,Deep Shot,5,5,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,510,deepshot-mystery4-6,Deep Shot,6,1,95,,,100000,False,60000.0,60000.0,,2026-05-25
mystery-4,511,deepshot-mystery4-6,Deep Shot,6,2,79,,,69,False,41.4,41.4,,2026-05-25
mystery-4,512,deepshot-mystery4-6,Deep Shot,6,3,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,513,deepshot-mystery4-6,Deep Shot,6,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,514,deepshot-mystery4-6,Deep Shot,6,5,78,,,44,False,26.4,26.4,,2026-05-25
mystery-4,515,deepshot-mystery4-7,Deep Shot,7,1,82,,,270,False,162.0,162.0,,2026-05-25
mystery-4,516,deepshot-mystery4-7,Deep Shot,7,2,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,517,deepshot-mystery4-7,Deep Shot,7,3,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,518,deepshot-mystery4-7,Deep Shot,7,4,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,519,deepshot-mystery4-7,Deep Shot,7,5,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,520,deepshot-mystery4-8,Deep Shot,8,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,521,deepshot-mystery4-8,Deep Shot,8,2,78,,,44,False,26.4,26.4,,2026-05-25
mystery-4,522,deepshot-mystery4-8,Deep Shot,8,3,78,,,44,False,26.4,26.4,,2026-05-25
mystery-4,523,deepshot-mystery4-8,Deep Shot,8,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,524,deepshot-mystery4-8,Deep Shot,8,5,93,,,42000,False,25200.0,25200.0,,2026-05-25
mystery-4,525,deepshot-mystery4-9,Deep Shot,9,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,526,deepshot-mystery4-9,Deep Shot,9,2,87,,,2700,False,1620.0,1620.0,,2026-05-25
mystery-4,527,deepshot-mystery4-9,Deep Shot,9,3,84,,,680,False,408.0,408.0,,2026-05-25
mystery-4,528,deepshot-mystery4-9,Deep Shot,9,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,529,deepshot-mystery4-9,Deep Shot,9,5,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,530,deepshot-mystery4-10,Deep Shot,10,1,85,,,1080,False,648.0,648.0,,2026-05-25
mystery-4,531,deepshot-mystery4-10,Deep Shot,10,2,82,,,270,False,162.0,162.0,,2026-05-25
mystery-4,532,deepshot-mystery4-10,Deep Shot,10,3,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,533,deepshot-mystery4-10,Deep Shot,10,4,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,534,deepshot-mystery4-10,Deep Shot,10,5,75,,,11,False,6.6,6.6,,2026-05-25
mystery-4,535,deepshot-mystery4-11,Deep Shot,11,1,83,,,430,False,258.0,258.0,,2026-05-25
mystery-4,536,deepshot-mystery4-11,Deep Shot,11,2,78,,,44,False,26.4,26.4,,2026-05-25
mystery-4,537,deepshot-mystery4-11,Deep Shot,11,3,79,,,69,False,41.4,41.4,,2026-05-25
mystery-4,538,deepshot-mystery4-11,Deep Shot,11,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,539,deepshot-mystery4-11,Deep Shot,11,5,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,540,deepshot-mystery4-12,Deep Shot,12,1,86,,,1700,False,1020.0,1020.0,,2026-05-25
mystery-4,541,deepshot-mystery4-12,Deep Shot,12,2,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-4,542,deepshot-mystery4-12,Deep Shot,12,3,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,543,deepshot-mystery4-12,Deep Shot,12,4,79,,,69,False,41.4,41.4,,2026-05-25
mystery-4,544,deepshot-mystery4-12,Deep Shot,12,5,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,545,deepshot-mystery4-13,Deep Shot,13,1,78,,,44,False,26.4,26.4,,2026-05-25
mystery-4,546,deepshot-mystery4-13,Deep Shot,13,2,85,,,1080,False,648.0,648.0,,2026-05-25
mystery-4,547,deepshot-mystery4-13,Deep Shot,13,3,81,,,170,False,102.0,102.0,,2026-05-25
mystery-4,548,deepshot-mystery4-13,Deep Shot,13,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,549,deepshot-mystery4-13,Deep Shot,13,5,83,,,430,False,258.0,258.0,,2026-05-25
mystery-4,550,deepshot-mystery4-14,Deep Shot,14,1,83,,,430,False,258.0,258.0,,2026-05-25
mystery-4,551,deepshot-mystery4-14,Deep Shot,14,2,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,552,deepshot-mystery4-14,Deep Shot,14,3,79,,,69,False,41.4,41.4,,2026-05-25
mystery-4,553,deepshot-mystery4-14,Deep Shot,14,4,84,,,680,False,408.0,408.0,,2026-05-25
mystery-4,554,deepshot-mystery4-14,Deep Shot,14,5,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,555,deepshot-mystery4-15,Deep Shot,15,1,86,,,1700,False,1020.0,1020.0,,2026-05-25
mystery-4,556,deepshot-mystery4-15,Deep Shot,15,2,75,,,11,False,6.6,6.6,,2026-05-25
mystery-4,557,deepshot-mystery4-15,Deep Shot,15,3,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-4,558,deepshot-mystery4-15,Deep Shot,15,4,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-4,559,deepshot-mystery4-15,Deep Shot,15,5,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,560,deepshot-mystery4-16,Deep Shot,16,1,86,,,1700,False,1020.0,1020.0,,2026-05-25
mystery-4,561,deepshot-mystery4-16,Deep Shot,16,2,79,,,69,False,41.4,41.4,,2026-05-25
mystery-4,562,deepshot-mystery4-16,Deep Shot,16,3,85,,,1080,False,648.0,648.0,,2026-05-25
mystery-4,563,deepshot-mystery4-16,Deep Shot,16,4,83,,,430,False,258.0,258.0,,2026-05-25
mystery-4,564,deepshot-mystery4-16,Deep Shot,16,5,87,,,2700,False,1620.0,1620.0,,2026-05-25
mystery-4,565,deepshot-mystery4-17,Deep Shot,17,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,566,deepshot-mystery4-17,Deep Shot,17,2,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-4,567,deepshot-mystery4-17,Deep Shot,17,3,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,568,deepshot-mystery4-17,Deep Shot,17,4,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-4,569,deepshot-mystery4-17,Deep Shot,17,5,76,,,18,False,10.8,10.8,,2026-05-25
mystery-4,570,deepshot-mystery4-18,Deep Shot,18,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,571,deepshot-mystery4-18,Deep Shot,18,2,80,,,110,False,66.0,66.0,,2026-05-25
mystery-4,572,deepshot-mystery4-18,Deep Shot,18,3,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,573,deepshot-mystery4-18,Deep Shot,18,4,84,,,680,False,408.0,408.0,,2026-05-25
mystery-4,574,deepshot-mystery4-18,Deep Shot,18,5,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,575,deepshot-mystery4-19,Deep Shot,19,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,576,deepshot-mystery4-19,Deep Shot,19,2,85,,,1080,False,648.0,648.0,,2026-05-25
mystery-4,577,deepshot-mystery4-19,Deep Shot,19,3,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,578,deepshot-mystery4-19,Deep Shot,19,4,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,579,deepshot-mystery4-19,Deep Shot,19,5,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,580,reeldeals-mystery4-1,Reel Deals,1,1,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-4,581,reeldeals-mystery4-1,Reel Deals,1,2,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-4,582,reeldeals-mystery4-2,Reel Deals,2,1,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-4,583,reeldeals-mystery4-2,Reel Deals,2,2,91,,,16700,False,10020.0,10020.0,,2026-05-25
mystery-4,584,snap-mystery4-1,Snap Fantasy,1,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,585,snap-mystery4-1,Snap Fantasy,1,2,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-4,586,snap-mystery4-1,Snap Fantasy,1,3,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,587,snap-mystery4-1,Snap Fantasy,1,4,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,588,snap-mystery4-1,Snap Fantasy,1,5,93,,,42000,False,25200.0,25200.0,,2026-05-25
mystery-4,589,snap-mystery4-2,Snap Fantasy,2,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,590,snap-mystery4-2,Snap Fantasy,2,2,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,591,snap-mystery4-2,Snap Fantasy,2,3,92,,,26000,False,15600.0,15600.0,,2026-05-25
mystery-4,592,snap-mystery4-2,Snap Fantasy,2,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,593,snap-mystery4-2,Snap Fantasy,2,5,91,,,16700,False,10020.0,10020.0,,2026-05-25
mystery-4,594,snap-mystery4-3,Snap Fantasy,3,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,595,snap-mystery4-3,Snap Fantasy,3,2,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,596,snap-mystery4-3,Snap Fantasy,3,3,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,597,snap-mystery4-3,Snap Fantasy,3,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,598,snap-mystery4-3,Snap Fantasy,3,5,91,,,16700,False,10020.0,10020.0,,2026-05-25
mystery-4,599,snap-mystery4-4,Snap Fantasy,4,1,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,600,snap-mystery4-4,Snap Fantasy,4,2,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,601,snap-mystery4-4,Snap Fantasy,4,3,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,602,snap-mystery4-4,Snap Fantasy,4,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,603,snap-mystery4-4,Snap Fantasy,4,5,94,,,66000,False,39600.0,39600.0,,2026-05-25
mystery-4,604,draft-mystery4-1,NFL Draft,1,1,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,605,draft-mystery4-1,NFL Draft,1,2,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,606,draft-mystery4-1,NFL Draft,1,3,91,,,16700,False,10020.0,10020.0,,2026-05-25
mystery-4,607,draft-mystery4-1,NFL Draft,1,4,93,,,42000,False,25200.0,25200.0,,2026-05-25
mystery-4,608,draft-mystery4-2,NFL Draft,2,1,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,609,draft-mystery4-2,NFL Draft,2,2,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,610,draft-mystery4-2,NFL Draft,2,3,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-4,611,draft-mystery4-2,NFL Draft,2,4,93,,,42000,False,25200.0,25200.0,,2026-05-25
mystery-4,612,draft-mystery4-3,NFL Draft,3,1,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,613,draft-mystery4-3,NFL Draft,3,2,96,,,160000,False,96000.0,96000.0,,2026-05-25
mystery-4,614,draft-mystery4-3,NFL Draft,3,3,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-4,615,draft-mystery4-3,NFL Draft,3,4,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,616,draft-mystery4-4,NFL Draft,4,1,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,617,draft-mystery4-4,NFL Draft,4,2,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-4,618,draft-mystery4-4,NFL Draft,4,3,91,,,16700,False,10020.0,10020.0,,2026-05-25
mystery-4,619,draft-mystery4-4,NFL Draft,4,4,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-4,620,collector-mystery4-1,Collector Series,1,1,98,,,410000,False,246000.0,246000.0,,2026-05-25
mystery-4,621,collector-mystery4-1,Collector Series,1,2,85,,,1080,False,648.0,648.0,,2026-05-25
mystery-4,622,collector-mystery4-2,Collector Series,2,1,92,,,26000,False,15600.0,15600.0,,2026-05-25
mystery-4,623,collector-mystery4-2,Collector Series,2,2,83,,,430,False,258.0,258.0,,2026-05-25
mystery-4,624,collector-mystery4-3,Collector Series,3,1,92,,,26000,False,15600.0,15600.0,,2026-05-25
mystery-4,625,collector-mystery4-3,Collector Series,3,2,82,,,270,False,162.0,162.0,,2026-05-25
mystery-4,626,collector-mystery4-4,Collector Series,4,1,92,,,26000,False,15600.0,15600.0,,2026-05-25
mystery-4,627,collector-mystery4-4,Collector Series,4,2,91,,,16700,False,10020.0,10020.0,,2026-05-25
mystery-4,628,ultlegend-mystery4-1,Ultimate Legends,1,1,98,,,410000,False,246000.0,246000.0,,2026-05-25
mystery-4,629,ultlegend-mystery4-1,Ultimate Legends,1,2,92,,,26000,False,15600.0,15600.0,,2026-05-25
mystery-5,630,deepshot-mystery5-1,Deep Shot,1,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,631,deepshot-mystery5-1,Deep Shot,1,2,75,,,11,False,6.6,6.6,,2026-05-25
mystery-5,632,deepshot-mystery5-1,Deep Shot,1,3,83,,,430,False,258.0,258.0,,2026-05-25
mystery-5,633,deepshot-mystery5-1,Deep Shot,1,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,634,deepshot-mystery5-1,Deep Shot,1,5,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,635,deepshot-mystery5-2,Deep Shot,2,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,636,deepshot-mystery5-2,Deep Shot,2,2,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,637,deepshot-mystery5-2,Deep Shot,2,3,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-5,638,deepshot-mystery5-2,Deep Shot,2,4,80,,,110,False,66.0,66.0,,2026-05-25
mystery-5,639,deepshot-mystery5-2,Deep Shot,2,5,81,,,170,False,102.0,102.0,,2026-05-25
mystery-5,640,deepshot-mystery5-3,Deep Shot,3,1,82,,,270,False,162.0,162.0,,2026-05-25
mystery-5,641,deepshot-mystery5-3,Deep Shot,3,2,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,642,deepshot-mystery5-3,Deep Shot,3,3,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,643,deepshot-mystery5-3,Deep Shot,3,4,84,,,680,False,408.0,408.0,,2026-05-25
mystery-5,644,deepshot-mystery5-3,Deep Shot,3,5,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,645,deepshot-mystery5-4,Deep Shot,4,1,84,,,680,False,408.0,408.0,,2026-05-25
mystery-5,646,deepshot-mystery5-4,Deep Shot,4,2,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,647,deepshot-mystery5-4,Deep Shot,4,3,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,648,deepshot-mystery5-4,Deep Shot,4,4,81,,,170,False,102.0,102.0,,2026-05-25
mystery-5,649,deepshot-mystery5-4,Deep Shot,4,5,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,650,deepshot-mystery5-5,Deep Shot,5,1,86,,,1700,False,1020.0,1020.0,,2026-05-25
mystery-5,651,deepshot-mystery5-5,Deep Shot,5,2,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,652,deepshot-mystery5-5,Deep Shot,5,3,81,,,170,False,102.0,102.0,,2026-05-25
mystery-5,653,deepshot-mystery5-5,Deep Shot,5,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,654,deepshot-mystery5-5,Deep Shot,5,5,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,655,deepshot-mystery5-6,Deep Shot,6,1,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,656,deepshot-mystery5-6,Deep Shot,6,2,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,657,deepshot-mystery5-6,Deep Shot,6,3,85,,,1080,False,648.0,648.0,,2026-05-25
mystery-5,658,deepshot-mystery5-6,Deep Shot,6,4,80,,,110,False,66.0,66.0,,2026-05-25
mystery-5,659,deepshot-mystery5-6,Deep Shot,6,5,83,,,430,False,258.0,258.0,,2026-05-25
mystery-5,660,deepshot-mystery5-7,Deep Shot,7,1,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,661,deepshot-mystery5-7,Deep Shot,7,2,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,662,deepshot-mystery5-7,Deep Shot,7,3,81,,,170,False,102.0,102.0,,2026-05-25
mystery-5,663,deepshot-mystery5-7,Deep Shot,7,4,78,,,44,False,26.4,26.4,,2026-05-25
mystery-5,664,deepshot-mystery5-7,Deep Shot,7,5,76,,,18,False,10.8,10.8,,2026-05-25
mystery-5,665,deepshot-mystery5-8,Deep Shot,8,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,666,deepshot-mystery5-8,Deep Shot,8,2,80,,,110,False,66.0,66.0,,2026-05-25
mystery-5,667,deepshot-mystery5-8,Deep Shot,8,3,77,,,28,False,16.8,16.8,,2026-05-25
mystery-5,668,deepshot-mystery5-8,Deep Shot,8,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,669,deepshot-mystery5-8,Deep Shot,8,5,79,,,69,False,41.4,41.4,,2026-05-25
mystery-5,670,deepshot-mystery5-9,Deep Shot,9,1,84,,,680,False,408.0,408.0,,2026-05-25
mystery-5,671,deepshot-mystery5-9,Deep Shot,9,2,81,,,170,False,102.0,102.0,,2026-05-25
mystery-5,672,deepshot-mystery5-9,Deep Shot,9,3,79,,,69,False,41.4,41.4,,2026-05-25
mystery-5,673,deepshot-mystery5-9,Deep Shot,9,4,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,674,deepshot-mystery5-9,Deep Shot,9,5,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,675,deepshot-mystery5-10,Deep Shot,10,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,676,deepshot-mystery5-10,Deep Shot,10,2,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-5,677,deepshot-mystery5-10,Deep Shot,10,3,73,,,4,False,2.4,2.4,,2026-05-25
mystery-5,678,deepshot-mystery5-10,Deep Shot,10,4,84,,,680,False,408.0,408.0,,2026-05-25
mystery-5,679,deepshot-mystery5-10,Deep Shot,10,5,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,680,deepshot-mystery5-11,Deep Shot,11,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,681,deepshot-mystery5-11,Deep Shot,11,2,85,,,1080,False,648.0,648.0,,2026-05-25
mystery-5,682,deepshot-mystery5-11,Deep Shot,11,3,91,,,16700,False,10020.0,10020.0,,2026-05-25
mystery-5,683,deepshot-mystery5-11,Deep Shot,11,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,684,deepshot-mystery5-11,Deep Shot,11,5,87,,,2700,False,1620.0,1620.0,,2026-05-25
mystery-5,686,70plus-mystery5-1,70+ Gold Player,1,1,85,,,1080,False,648.0,648.0,,2026-05-25
mystery-5,687,70plus-mystery5-2,70+ Gold Player,2,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,688,70plus-mystery5-3,70+ Gold Player,3,1,79,,,69,False,41.4,41.4,,2026-05-25
mystery-5,689,70plus-mystery5-4,70+ Gold Player,4,1,80,,,110,False,66.0,66.0,,2026-05-25
mystery-5,690,70plus-mystery5-5,70+ Gold Player,5,1,84,,,680,False,408.0,408.0,,2026-05-25
mystery-5,691,70plus-mystery5-6,70+ Gold Player,6,1,82,,,270,False,162.0,162.0,,2026-05-25
mystery-5,692,70plus-mystery5-7,70+ Gold Player,7,1,80,,,110,False,66.0,66.0,,2026-05-25
mystery-5,693,reeldeals-mystery5-1,Reel Deals,1,1,94,,,66000,False,39600.0,39600.0,,2026-05-25
mystery-5,694,reeldeals-mystery5-1,Reel Deals,1,2,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-5,695,reeldeals-mystery5-2,Reel Deals,2,1,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-5,696,reeldeals-mystery5-2,Reel Deals,2,2,91,,,16700,False,10020.0,10020.0,,2026-05-25
mystery-5,697,draft-mystery5-1,NFL Draft,1,1,91,,,16700,False,10020.0,10020.0,,2026-05-25
mystery-5,698,draft-mystery5-1,NFL Draft,1,2,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,699,draft-mystery5-1,NFL Draft,1,3,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,700,draft-mystery5-1,NFL Draft,1,4,91,,,16700,False,10020.0,10020.0,,2026-05-25
mystery-5,701,draft-mystery5-2,NFL Draft,2,1,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,702,draft-mystery5-2,NFL Draft,2,2,92,,,26000,False,15600.0,15600.0,,2026-05-25
mystery-5,703,draft-mystery5-2,NFL Draft,2,3,92,,,26000,False,15600.0,15600.0,,2026-05-25
mystery-5,704,draft-mystery5-2,NFL Draft,2,4,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,705,snap-mystery5-1,Snap Fantasy,1,1,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,706,snap-mystery5-1,Snap Fantasy,1,2,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,707,snap-mystery5-1,Snap Fantasy,1,3,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,708,snap-mystery5-1,Snap Fantasy,1,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,709,snap-mystery5-1,Snap Fantasy,1,5,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-5,710,snap-mystery5-2,Snap Fantasy,2,1,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,711,snap-mystery5-2,Snap Fantasy,2,2,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,712,snap-mystery5-2,Snap Fantasy,2,3,91,,,16700,False,10020.0,10020.0,,2026-05-25
mystery-5,713,snap-mystery5-2,Snap Fantasy,2,4,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,714,snap-mystery5-2,Snap Fantasy,2,5,91,,,16700,False,10020.0,10020.0,,2026-05-25
mystery-5,715,snap-mystery5-3,Snap Fantasy,3,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,716,snap-mystery5-3,Snap Fantasy,3,2,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,717,snap-mystery5-3,Snap Fantasy,3,3,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,718,snap-mystery5-3,Snap Fantasy,3,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,719,snap-mystery5-3,Snap Fantasy,3,5,94,,,66000,False,39600.0,39600.0,,2026-05-25
mystery-5,720,snap-mystery5-4,Snap Fantasy,4,1,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-5,721,snap-mystery5-4,Snap Fantasy,4,2,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,722,snap-mystery5-4,Snap Fantasy,4,3,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-5,723,snap-mystery5-4,Snap Fantasy,4,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,724,snap-mystery5-4,Snap Fantasy,4,5,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-5,725,snap-mystery5-5,Snap Fantasy,5,1,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,726,snap-mystery5-5,Snap Fantasy,5,2,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-5,727,snap-mystery5-5,Snap Fantasy,5,3,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,728,snap-mystery5-5,Snap Fantasy,5,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,729,snap-mystery5-5,Snap Fantasy,5,5,91,,,16700,False,10020.0,10020.0,,2026-05-25
mystery-5,730,snap-mystery5-6,Snap Fantasy,6,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,731,snap-mystery5-6,Snap Fantasy,6,2,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,732,snap-mystery5-6,Snap Fantasy,6,3,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,733,snap-mystery5-6,Snap Fantasy,6,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,734,snap-mystery5-6,Snap Fantasy,6,5,90,,,10600,False,6360.0,6360.0,,2026-05-25
mystery-5,735,snap-mystery5-7,Snap Fantasy,7,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
